Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Approved,Public visible,Closed,Beds_data_suspect
10699.0,Mary Hill Medical Clinic,Mary Hill Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,False,False,False,False,True,True,False,False
12646.0,Ngangani Dispensary,Ngangani Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1.0,0,1,kitui,Kitui Rural,Kitui Rural,Mbitini,Operational,False,False,False,False,True,True,False,False
12046.0,GK Prison Dispensary (Isiolo),GK Prison Dispensary (Isiolo),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,isiolo,Isiolo North,Isiolo,Wabera,Operational,False,False,False,False,True,True,False,False
10337.0,Igana Dispensary,Igana Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Mukurweini,Mukurweini,Rugi,Operational,False,False,False,False,True,True,False,False
14899.0,Kipketer Dispensary,Kipketer Dispensary,,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,kericho,Belgut,Belgut,Chaik,Operational,False,False,False,False,True,True,False,False
11553.0,Malanga (AIC) Dispensary,Malanga (AIC) Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,kilifi,Ganze,Ganze,Sokoke,Operational,False,False,True,False,True,True,False,False
11849.0,Thureya Medical Clinic,Thureya Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,mombasa,Changamwe,Changamwe,Airport,Operational,False,False,False,False,True,True,False,False
10546.0,Kiamuya Dispensary,Kiamuya Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Nyeri South,Nyeri South,Chinga,Operational,False,False,False,False,True,True,False,False
15006.0,Lalwet Dispensary,Lalwet Dispensary,27855,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nakuru,Nakuru Town West,Nakuru West,Kapkures,Operational,False,False,False,False,True,True,False,False
12004.0,Embu Provincial General Hospital,Embu Provincial General Hospital,,Level 5,Secondary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,618.0,97,715,embu,Manyatta,Manyatta,Kirimari,Operational,True,False,True,False,True,True,False,False
11441.0,Joy Medical Clinic (Mwatate),Joy Medical Clinic (Mwatate),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,taita taveta,Mwatate,Mwatate,Mwatate,Operational,False,False,False,False,True,True,False,False
10706.0,Matharite Dispensary,Matharite Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,muranga,Kiharu,Kiharu,Murarandia,Operational,False,False,False,False,True,True,False,False
10322.0,Holy Rosary Ikinu Dispensary,Holy Rosary Ikinu Dispensary,,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0.0,0,0,kiambu,Githunguri,Githunguri,Ikinu,Operational,False,False,False,False,True,True,False,False
11433.0,Jilore Dispensary,Jilore Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kilifi,Malindi,Malindi,Jilore,Operational,False,False,False,False,True,True,False,False
15070.0,Lolminingai Dispensary,Lolminingai Dispensary,,Level 2,Dispensary,,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nandi,Emgwen,Emgwen,Kilibwoni,Operational,False,False,False,False,True,True,False,False
13586.0,Gods Will Clinic,Gods Will Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,kisumu,Kisumu Central,Kisumu Central,Nyalenda B,Operational,False,False,False,False,True,True,False,False
13626.0,Isoge Health Centre,Isoge Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,3.0,0,3,nyamira,Borabu,Borabu,Esise,Operational,True,False,True,False,True,True,False,False
12008.0,Endau Dispensary,Endau Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,kitui,Kitui East,Kitui East,Endau/Malalani,Operational,False,False,False,False,True,True,False,False
12997.0,Kahawa West Health Centre,Kahawa West Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,24.0,4,28,nairobi,Roysambu,Roysambu,Kahawa,Operational,False,False,False,False,True,True,False,False
11973.0,Chuka  County Refferal Hospital,Chuka County Refferal Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,124.0,8,132,tharaka nithi,Chuka/Igambang'ombe,Chuka,Karingani,Operational,True,True,True,False,True,True,False,False
13621.0,Irondi Dispensary,Irondi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kisii,Nyaribari Chache,Nyaribari Chache,Birongo,Operational,False,False,False,False,True,True,False,False
14854.0,Kibish GK Dispensary,Kibish GK Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,turkana,Turkana North,Kibish,Kibish,Operational,False,True,False,False,True,True,False,False
12118.0,Kaani Dispensary,Kaani Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1.0,0,1,machakos,Kathiani,Kathiani,Lower Kaewa/Kaani,Operational,False,False,False,False,True,True,False,False
11528.0,Maamba Medical Clinic,Maamba Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,kilifi,Kilifi South,Kilifi South,Mtepeni,Operational,False,False,False,False,True,True,False,False
12835.0,Uzima Medical. C.,Uzima Medical Clinic (Imenti South),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,meru,South Imenti,Imenti South,Igoji West,Operational,False,False,False,False,True,True,False,False
13099.0,Dsc Karen Dispensary (Armed Forces),DSC Karen Dispensary (Armed Forces),,Level 2,Dispensary,DISPENSARY,Armed Forces,Ministry of Health,Ministry of Health,0.0,0,0,nairobi,Langata,Langata,Karen,Operational,True,False,True,False,True,True,False,False
11986.0,Dirib Gombo Dispensary,Dirib Gombo Dispensary,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,2.0,0,2,marsabit,Saku,Saku,Sagante/Jaldesa,Operational,False,False,False,False,True,True,False,False
10578.0,Kibutha Medical Clinic,Kibutha Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,muranga,Kangema,Kangema,Kanyenya-ini,Operational,False,False,False,False,True,True,False,False
10800.0,Mutitu Gikondi Medical Clinic,Mutitu Gikondi Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,nyeri,Mukurweini,Mukurweini,Gikondi,Operational,False,False,False,False,True,True,False,False
12527.0,Milimani Nursing Home,Milimani Nursing Home,,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,21.0,0,21,meru,North Imenti,Imenti North,Municipality,Operational,True,False,True,False,True,True,False,False
11387.0,Gede Health Centre,Gede Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,14.0,6,20,kilifi,Kilifi North,Kilifi North,Dabaso,Operational,True,False,True,False,True,True,False,False
10957.0,Riabai Dispensary,Riabai Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kiambu,Kiambu,Kiambu Town,Riabai,Operational,False,False,False,False,True,True,False,False
12837.0,Vyulya Dispensary,Vyulya Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,machakos,Mwala,Mwala,Masii,Operational,False,False,False,False,True,True,False,False
11976.0,Consolata Mission  Hospital,Consolata Mission Hospital (Nkubu),,Level 4,Primary Care Hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,227.0,31,258,meru,South Imenti,Imenti South,Nkuene,Operational,True,False,True,False,True,True,False,False
11815.0,St Grace Medical Clinic,St Grace Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,mombasa,Changamwe,Changamwe,Chaani,Operational,False,False,False,False,True,True,False,False
10566.0,Kiaragana Dispensary,Kiaragana Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kirinyaga,Ndia,Kirinyaga West,Mukure,Operational,False,False,False,False,True,True,False,False
10951.0,Ragia Forest Dispensary,Ragia Forest Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kiambu,Lari,Lari,Kinale,Operational,False,False,False,False,True,True,False,False
11446.0,Kaderboy Medical Clinic (Old Town),Kaderboy Medical Clinic (Old Town),,Level 2,Medical Clinic,MEDICAL CLINIC,Ministry of Health,Ministry of Health,Kenya MPDB,0.0,0,0,mombasa,Mvita,Mvita,Mji Wa Kale/Makadara,Operational,False,False,False,False,True,True,False,False
11388.0,Gede Medical Clinic,Gede Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Clinical Officers Council,0.0,0,0,kilifi,Kilifi North,Kilifi North,Dabaso,Operational,False,False,True,False,True,True,False,False
10643.0,Kiuu Dispensary,Kiuu Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Mukurweini,Mukurweini,Mukurwe-ini Central,Operational,False,False,False,False,True,True,False,False
12723.0,Sagante Dispensary,Sagante Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,marsabit,Saku,Saku,Sagante/Jaldesa,Operational,False,False,False,False,True,True,False,False
12021.0,Frontier Clinic,Frontier Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,meru,Igembe Central,Igembe Central,Athiru Ruujine,Operational,False,False,False,False,True,True,False,False
11427.0,Jamii Clinic (Lamu),Jamii Clinic (Lamu),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,lamu,Lamu West,Lamu West,Bahari,Operational,False,False,True,False,True,True,False,False
10814.0,Mweru Dispensary (Nyeri South),Mweru Dispensary (Nyeri South),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,nyeri,Mukurweini,Mukurweini,Rugi,Operational,False,False,False,False,True,True,False,False
11421.0,Jadi Medical Clinic,Jadi Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,mombasa,Jomvu,Jomvu,Mikindani,Operational,True,False,True,False,True,True,False,False
10613.0,Kinale Forest Dispensary,Kinale Forest Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4.0,0,4,kiambu,Lari,Lari,Kinale,Operational,False,False,False,False,True,True,False,False
11054.0,St Mary Laboratory (Mwea),St Mary Laboratory (Mwea),,Level 2,Laboratory,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,kirinyaga,Mwea,Kirinyaga South,Nyangati,Operational,False,False,False,False,True,True,False,False
13714.0,Kombewa County  Referral Hospital,Kombewa County Referral Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,60.0,0,60,kisumu,Seme,Seme,Central Seme,Operational,True,True,True,False,True,True,False,False
13666.0,Kemera Dispensary (Manga),Kemera (SDA) Dispensary,,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,3.0,0,3,nyamira,Kitutu Masaba,Manga,Kamera,Operational,False,False,False,False,True,True,False,False
11397.0,Shimo Borstal Dispensary (GK Prison),Shimo Borstal Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,5.0,0,5,mombasa,Kisauni,Kisauni,Shanzu,Operational,False,False,False,False,True,True,False,False
12991.0,Jkia Health Centre,JKIA Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,4.0,0,4,nairobi,Embakasi East,Embakasi East,Embakasi,Operational,True,False,True,False,True,True,False,False
12845.0,Weru Dispensary (Mariani),Weru Dispensary (Mariani),,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0.0,0,0,tharaka nithi,Chuka/Igambang'ombe,Igambangombe,Mariani,Operational,False,False,False,False,True,True,False,False
11908.0,Wundanyi Sub-District Hospital,Wundanyi Sub County Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16.0,2,18,taita taveta,Wundanyi,Wundanyi,Wundanyi/Mbale,Operational,False,False,False,False,True,True,False,False
11039.0,St John Ndururumo Medical Clinic,St John Ndururumo Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,False,False,False,False,True,True,False,False
15883.0,Eshiongo Dispensary,Eshiongo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kakamega,Navakholo,Navakholo,Shinoyi-shikomari-esumeiya,Operational,False,False,False,False,True,True,False,False
11962.0,Kambu Catholic Dispensary,Kambu Catholic Dispensary,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,9.0,0,9,makueni,Kibwezi East,Kibwezi East,Ivingoni/Nzambani,Operational,False,False,False,False,True,True,False,False
11936.0,Athi River Health Centre,Athi River Health Centre,,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,6.0,4,10,machakos,Mavoko,Athi River,Athi River,Operational,True,False,True,False,True,True,False,False
11049.0,St Margret Family Care Clinic,St Margret Family Care Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,kiambu,Juja,Juja,Juja,Operational,False,False,False,False,True,True,False,False
12164.0,Kamumu Dispensary,Kamumu Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2.0,0,2,embu,Mbeere North,Mbeere North,Evurore,Operational,False,False,False,False,True,True,False,False
11956.0,Bubisa Dispensary,Bubisa Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,marsabit,North Horr,North Horr,Turbi,Operational,False,False,False,False,True,True,False,False
10672.0,Maina Village Dispensary,Maina Village Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,False,False,False,False,True,True,False,False
15528.0,Sanga Dispensary,Sanga Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kericho,Belgut,Belgut,Kabianga,Operational,False,False,False,False,True,True,False,False
11996.0,Ekalakala Medical Clinic,Ekalakala Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),4.0,2,6,machakos,Masinga,Masinga,Ekalakala,Operational,False,False,False,False,True,True,False,False
11954.0,Bright Medical. Clinic,Bright Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,meru,Igembe North,Igembe North,Antubetwe Kiongo,Operational,False,False,False,False,True,True,False,False
11042.0,St Joseph Clinic (Muranga),St Joseph Clinic (Muranga),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,muranga,Kiharu,Kiharu,Township,Operational,False,False,False,False,True,True,False,False
13042.0,Langata Hospital,Langata Hospital,,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,20.0,0,20,nairobi,Langata,Langata,Mugumo-ini,Operational,True,False,True,False,True,True,False,False
12584.0,Mutembuku Dispensary,Mutembuku Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3.0,3,6,makueni,Mbooni,Mbooni,Kalawa,Operational,False,False,False,False,True,True,False,False
11923.0,Akachiu Health Centre,Akachiu Health Centre,,Level 3,Comprehensive Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,8.0,2,10,meru,Igembe South,Igembe South,Kanuni,Operational,False,False,False,False,True,True,False,False
10406.0,Kagumoini Dispensary (Muranga South),Kagumoini Dispensary (Muranga South),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,muranga,Kandara,Kandara,Gaichanjiru,Operational,False,False,False,False,True,True,False,False
